source,policy,family,worlds,successes,jsr,wilson_95_low,wilson_95_high
DeepSeek_grammar,mask_signature:unobserved_selector,latent_common_cause,12,0,0.0,2.7755575615628914e-17,0.24249400665524085
DeepSeek_grammar,mask_signature:unobserved_selector,meta_law,12,9,0.75,0.46769466506643426,0.9110583316059453
DeepSeek_grammar,mask_signature:unobserved_selector,property_to_relation,12,0,0.0,2.7755575615628914e-17,0.24249400665524085
DeepSeek_grammar,mask_signature:unobserved_selector,state_invention,12,0,0.0,2.7755575615628914e-17,0.24249400665524085
DeepSeek_grammar,mask_signature:unobserved_selector,unification,12,6,0.5,0.2537815976337061,0.7462184023662939
DeepSeek_grammar,motif_disabled,causal_ambiguity,12,0,0.0,2.7755575615628914e-17,0.24249400665524085
DeepSeek_grammar,motif_disabled,coordinate_transform,12,0,0.0,2.7755575615628914e-17,0.24249400665524085
DeepSeek_grammar,motif_disabled,hidden_regimes,12,0,0.0,2.7755575615628914e-17,0.24249400665524085
DeepSeek_grammar,motif_disabled,latent_common_cause,12,0,0.0,2.7755575615628914e-17,0.24249400665524085
DeepSeek_grammar,motif_disabled,meta_law,12,0,0.0,2.7755575615628914e-17,0.24249400665524085
DeepSeek_grammar,motif_disabled,property_to_relation,12,0,0.0,2.7755575615628914e-17,0.24249400665524085
DeepSeek_grammar,motif_disabled,state_invention,12,0,0.0,2.7755575615628914e-17,0.24249400665524085
DeepSeek_grammar,motif_disabled,unification,12,0,0.0,2.7755575615628914e-17,0.24249400665524085
DeepSeek_grammar,role_action_blind_binding,causal_ambiguity,12,0,0.0,2.7755575615628914e-17,0.24249400665524085
DeepSeek_grammar,role_action_blind_binding,coordinate_transform,12,0,0.0,2.7755575615628914e-17,0.24249400665524085
DeepSeek_grammar,role_action_blind_binding,hidden_regimes,12,0,0.0,2.7755575615628914e-17,0.24249400665524085
DeepSeek_grammar,role_action_blind_binding,latent_common_cause,12,0,0.0,2.7755575615628914e-17,0.24249400665524085
DeepSeek_grammar,role_action_blind_binding,meta_law,12,5,0.4166666666666667,0.19326031365875665,0.6804886874504503
DeepSeek_grammar,role_action_blind_binding,property_to_relation,12,0,0.0,2.7755575615628914e-17,0.24249400665524085
DeepSeek_grammar,role_action_blind_binding,state_invention,12,0,0.0,2.7755575615628914e-17,0.24249400665524085
DeepSeek_grammar,role_action_blind_binding,unification,12,3,0.25,0.08894166839405471,0.5323053349335657
